* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 131
* 	addedges       : 60
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_60_attr_1_8
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 120
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.109090909091
* 	input->pool   : 37
* 	pool->output  : 27
* 	input->output : 56
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h8_j1, 
    h2_i3.h8_j2, 
    h2_i3.h2_j2, 
    h2_i3.h2_j1, 
    h2_i2.h2_l1, 
    h2_i1.h2_l1, 
    h2_i1.h1_l1, 
    h7_i3.h7_j1, 
    h7_i3.h6_j2, 
    h7_i3.h7_j2, 
    h7_i3.h2_j1, 
    h0_i1.h9_j1, 
    h0_i1.h3_l1, 
    h0_i1.h0_l1, 
    h3_i3.h6_j2, 
    h3_i3.h2_l1, 
    h3_i3.h8_j2, 
    h3_i3.h3_j1, 
    h3_i3.h3_j2, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h0_l1.h5_j2, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i3.h4_l1, 
    h8_i3.h1_j1, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h6_j1, 
    h6_l1.h4_j1, 
    h6_l1.h2_j1, 
    h5_i2.h5_l1, 
    h5_i2.h8_j1, 
    h5_i2.h3_j2, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h3_l1.h7_j2, 
    h3_l1.h3_j1, 
    h3_l1.h4_j1, 
    h3_l1.h3_j2, 
    h7_i1.h6_j2, 
    h7_i1.h7_l1, 
    h2_l1.h2_j2, 
    h2_l1.h2_j1, 
    h4_i1.h5_j2, 
    h4_i1.h4_l1, 
    h4_i1.h1_j2, 
    h4_i1.h6_l1, 
    h7_i2.h0_l1, 
    h7_i2.h7_j1, 
    h7_i2.h7_l1, 
    h7_i2.h3_j2, 
    h7_i2.h8_l1, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i2.h4_l1, 
    h4_i2.h4_j1, 
    h9_i2.h2_j2, 
    h9_i2.h9_l1, 
    h9_i3.h7_j1, 
    h9_i3.h4_j2, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h9_i3.h2_j1, 
    h9_i3.h5_j1, 
    h9_i3.h5_l1, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h0_i3.h8_l1, 
    h9_i1.h2_l1, 
    h9_i1.h7_l1, 
    h9_i1.h9_l1, 
    h9_i1.h6_l1, 
    h5_i1.h5_l1, 
    h5_i1.h2_l1, 
    h5_i1.h4_j2, 
    h3_i1.h4_j2, 
    h3_i1.h0_j2, 
    h3_i1.h6_j1, 
    h3_i1.h8_j2, 
    h3_i1.h1_l1, 
    h3_i1.h3_l1, 
    h6_i3.h6_j2, 
    h6_i3.h6_j1, 
    h6_i3.h9_l1, 
    h3_i2.h1_j2, 
    h3_i2.h3_l1, 
    h6_i1.h8_j2, 
    h6_i1.h7_l1, 
    h6_i1.h6_l1, 
    h6_i1.h4_j2, 
    h1_i2.h6_j2, 
    h1_i2.h7_j1, 
    h1_i2.h8_j2, 
    h1_i2.h1_l1, 
    h1_i2.h1_j2, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h7_l1.h7_j1, 
    h7_l1.h7_j2, 
    h1_i1.h1_l1, 
    h1_i1.h9_j1, 
    h1_i1.h3_j2, 
    h4_l1.h3_j1, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h8_l1, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h5_l1.h1_j2, 
    h6_i2.h6_l1, 
    h6_i2.h1_j2
/;
parameter cost(V,V) /
    h2_i3.h8_j1 -7.843401
    h2_i3.h8_j2 -13.266855
    h2_i3.h2_j2 -5.000000
    h2_i3.h2_j1 1.000000
    h2_i2.h2_l1 13.000000
    h2_i1.h2_l1 6.000000
    h2_i1.h1_l1 -1.495298
    h7_i3.h7_j1 1.000000
    h7_i3.h6_j2 -4.067937
    h7_i3.h7_j2 -5.000000
    h7_i3.h2_j1 -0.944571
    h0_i1.h9_j1 5.091304
    h0_i1.h3_l1 7.854679
    h0_i1.h0_l1 6.000000
    h3_i3.h6_j2 1.331892
    h3_i3.h2_l1 3.151537
    h3_i3.h8_j2 -10.067572
    h3_i3.h3_j1 1.000000
    h3_i3.h3_j2 -5.000000
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h0_l1.h5_j2 5.160160
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i3.h4_l1 6.766794
    h8_i3.h1_j1 11.749329
    h8_i2.h8_l1 16.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h6_j1 -9.000000
    h6_l1.h4_j1 14.727288
    h6_l1.h2_j1 -8.761518
    h5_i2.h5_l1 16.000000
    h5_i2.h8_j1 -2.380819
    h5_i2.h3_j2 9.591927
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h3_l1.h7_j2 -14.686304
    h3_l1.h3_j1 -9.000000
    h3_l1.h4_j1 -3.847032
    h3_l1.h3_j2 -15.000000
    h7_i1.h6_j2 -4.519035
    h7_i1.h7_l1 6.000000
    h2_l1.h2_j2 -15.000000
    h2_l1.h2_j1 -9.000000
    h4_i1.h5_j2 12.524890
    h4_i1.h4_l1 6.000000
    h4_i1.h1_j2 14.908292
    h4_i1.h6_l1 3.370507
    h7_i2.h0_l1 6.045995
    h7_i2.h7_j1 8.218605
    h7_i2.h7_l1 16.000000
    h7_i2.h3_j2 -3.427632
    h7_i2.h8_l1 -10.247611
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i2.h4_l1 16.000000
    h4_i2.h4_j1 -0.916583
    h9_i2.h2_j2 10.258851
    h9_i2.h9_l1 16.000000
    h9_i3.h7_j1 12.868026
    h9_i3.h4_j2 15.519611
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h9_i3.h2_j1 4.218126
    h9_i3.h5_j1 9.994387
    h9_i3.h5_l1 10.021814
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h0_i3.h8_l1 -11.859810
    h9_i1.h2_l1 9.446604
    h9_i1.h7_l1 -2.868880
