* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 129
* 	addedges       : 40
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_40_attr_1_8
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 100
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.0909090909091
* 	input->pool   : 33
* 	pool->output  : 27
* 	input->output : 40
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h7_j1, 
    h2_i3.h2_j2, 
    h2_i3.h2_j1, 
    h2_i2.h2_l1, 
    h2_i2.h8_j1, 
    h2_i1.h1_j1, 
    h2_i1.h2_l1, 
    h2_i1.h9_j2, 
    h2_i1.h3_l1, 
    h7_i3.h7_j1, 
    h7_i3.h5_j2, 
    h7_i3.h7_j2, 
    h0_i1.h0_l1, 
    h3_i3.h7_j2, 
    h3_i3.h3_j1, 
    h3_i3.h3_j2, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h9_l1.h2_j1, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h0_l1.h3_j2, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i3.h2_l1, 
    h8_i2.h1_j1, 
    h8_i2.h9_j1, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h0_j1, 
    h6_l1.h6_j1, 
    h6_l1.h4_j2, 
    h5_i2.h5_l1, 
    h5_i2.h9_l1, 
    h5_i2.h2_j2, 
    h5_i2.h9_j2, 
    h5_i2.h0_l1, 
    h5_i3.h6_j2, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h5_i3.h7_j1, 
    h3_l1.h3_j1, 
    h3_l1.h3_j2, 
    h7_i1.h5_j2, 
    h7_i1.h7_l1, 
    h7_i1.h1_l1, 
    h7_i1.h1_j2, 
    h7_i1.h3_l1, 
    h2_l1.h3_j1, 
    h2_l1.h2_j2, 
    h2_l1.h2_j1, 
    h4_i1.h7_j1, 
    h4_i1.h4_l1, 
    h7_i2.h7_l1, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i2.h4_l1, 
    h9_i2.h9_l1, 
    h9_i3.h4_j2, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h0_i3.h9_l1, 
    h9_i1.h8_j1, 
    h9_i1.h9_l1, 
    h5_i1.h5_l1, 
    h5_i1.h2_l1, 
    h3_i1.h8_j2, 
    h3_i1.h3_l1, 
    h3_i1.h8_l1, 
    h6_i3.h6_j2, 
    h6_i3.h6_j1, 
    h3_i2.h7_l1, 
    h3_i2.h3_l1, 
    h6_i1.h6_l1, 
    h6_i1.h3_l1, 
    h1_i2.h1_l1, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h7_l1.h7_j1, 
    h7_l1.h7_j2, 
    h1_i1.h1_l1, 
    h4_l1.h6_j2, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h7_j2, 
    h0_i2.h2_j2, 
    h0_i2.h6_l1, 
    h0_i2.h3_l1, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h8_l1.h2_j2, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h6_i2.h6_l1
/;
parameter cost(V,V) /
    h2_i3.h7_j1 0.012837
    h2_i3.h2_j2 -5.000000
    h2_i3.h2_j1 1.000000
    h2_i2.h2_l1 13.000000
    h2_i2.h8_j1 2.410279
    h2_i1.h1_j1 1.776424
    h2_i1.h2_l1 6.000000
    h2_i1.h9_j2 -7.543742
    h2_i1.h3_l1 7.620533
    h7_i3.h7_j1 1.000000
    h7_i3.h5_j2 -8.463161
    h7_i3.h7_j2 -5.000000
    h0_i1.h0_l1 6.000000
    h3_i3.h7_j2 -3.739691
    h3_i3.h3_j1 1.000000
    h3_i3.h3_j2 -5.000000
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h9_l1.h2_j1 -11.377371
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h0_l1.h3_j2 -12.604834
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i3.h2_l1 11.614342
    h8_i2.h1_j1 13.314827
    h8_i2.h9_j1 4.176292
    h8_i2.h8_l1 13.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h0_j1 2.063779
    h6_l1.h6_j1 -9.000000
    h6_l1.h4_j2 4.641522
    h5_i2.h5_l1 16.000000
    h5_i2.h9_l1 -14.329996
    h5_i2.h2_j2 1.148079
    h5_i2.h9_j2 -6.938251
    h5_i2.h0_l1 2.515774
    h5_i3.h6_j2 13.961870
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h5_i3.h7_j1 6.815307
    h3_l1.h3_j1 -9.000000
    h3_l1.h3_j2 -15.000000
    h7_i1.h5_j2 2.526122
    h7_i1.h7_l1 6.000000
    h7_i1.h1_l1 11.266628
    h7_i1.h1_j2 -11.521406
    h7_i1.h3_l1 -9.043331
    h2_l1.h3_j1 13.580024
    h2_l1.h2_j2 -15.000000
    h2_l1.h2_j1 -9.000000
    h4_i1.h7_j1 -10.443106
    h4_i1.h4_l1 6.000000
    h7_i2.h7_l1 16.000000
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i2.h4_l1 16.000000
    h9_i2.h9_l1 16.000000
    h9_i3.h4_j2 -10.459092
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h0_i3.h9_l1 6.463931
    h9_i1.h8_j1 -7.796166
    h9_i1.h9_l1 6.000000
    h5_i1.h5_l1 6.000000
    h5_i1.h2_l1 3.078921
    h3_i1.h8_j2 -14.747267
    h3_i1.h3_l1 6.000000
    h3_i1.h8_l1 4.350642
    h6_i3.h6_j2 -5.000000
    h6_i3.h6_j1 1.000000
    h3_i2.h7_l1 5.913592
    h3_i2.h3_l1 16.000000
    h6_i1.h6_l1 6.000000
    h6_i1.h3_l1 -8.948102
    h1_i2.h1_l1 13.000000
    h1_i3.h1_j2 -5.000000
    h1_i3.h1_j1 1.000000
    h7_l1.h7_j1 -9.000000
    h7_l1.h7_j2 -15.000000
    h1_i1.h1_l1 6.000000
    h4_l1.h6_j2 7.212418
    h4_l1.h4_j1 -9.000000
    h4_l1.h4_j2 -15.000000
    h0_i2.h7_j2 -7.171536
    h0_i2.h2_j2 -4.067641
    h0_i2.h6_l1 10.541497
