* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 41
* 	addedges       : 60
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_60_attr_1_3
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 120
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.109090909091
* 	input->pool   : 33
* 	pool->output  : 29
* 	input->output : 58
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h0_j2, 
    h2_i3.h2_j2, 
    h2_i3.h9_j1, 
    h2_i3.h2_j1, 
    h2_i2.h2_l1, 
    h2_i2.h9_j2, 
    h2_i1.h2_l1, 
    h2_i1.h2_j1, 
    h7_i3.h7_j1, 
    h7_i3.h5_j2, 
    h7_i3.h7_l1, 
    h7_i3.h7_j2, 
    h7_i3.h3_j2, 
    h0_i1.h4_j1, 
    h0_i1.h0_l1, 
    h3_i3.h4_l1, 
    h3_i3.h3_j1, 
    h3_i3.h3_j2, 
    h1_l1.h8_j1, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h5_j2, 
    h9_l1.h0_j2, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h9_l1.h1_j2, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h8_i1.h0_l1, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i3.h5_j1, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h6_j1, 
    h5_i2.h5_l1, 
    h5_i2.h5_j2, 
    h5_i3.h7_j1, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h5_i3.h9_l1, 
    h5_i3.h0_j1, 
    h3_l1.h3_j1, 
    h3_l1.h3_j2, 
    h7_i1.h7_l1, 
    h7_i1.h3_j1, 
    h2_l1.h2_j2, 
    h2_l1.h2_j1, 
    h4_i1.h4_l1, 
    h4_i1.h1_j1, 
    h7_i2.h7_l1, 
    h7_i2.h4_l1, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i3.h8_l1, 
    h4_i2.h0_j1, 
    h4_i2.h4_l1, 
    h9_i2.h4_l1, 
    h9_i2.h0_j1, 
    h9_i2.h9_j2, 
    h9_i2.h2_j1, 
    h9_i2.h8_j1, 
    h9_i2.h9_l1, 
    h9_i3.h0_j1, 
    h9_i3.h3_j1, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h9_i3.h0_l1, 
    h0_i3.h6_j2, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h0_i3.h3_j2, 
    h9_i1.h9_l1, 
    h9_i1.h4_j1, 
    h9_i1.h8_l1, 
    h5_i1.h5_l1, 
    h5_i1.h1_j2, 
    h3_i1.h5_j2, 
    h3_i1.h7_l1, 
    h3_i1.h7_j2, 
    h3_i1.h1_j2, 
    h3_i1.h3_l1, 
    h6_i3.h6_j2, 
    h6_i3.h7_j1, 
    h6_i3.h6_j1, 
    h6_i3.h4_l1, 
    h6_i3.h9_j2, 
    h3_i2.h7_j2, 
    h3_i2.h3_l1, 
    h6_i1.h6_l1, 
    h1_i2.h9_l1, 
    h1_i2.h1_l1, 
    h1_i3.h4_j2, 
    h1_i3.h9_j1, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h1_i3.h2_j1, 
    h7_l1.h7_j1, 
    h7_l1.h7_j2, 
    h7_l1.h1_j2, 
    h1_i1.h0_j1, 
    h1_i1.h9_l1, 
    h1_i1.h1_l1, 
    h4_l1.h7_j1, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h6_j1, 
    h0_i2.h3_j1, 
    h0_i2.h1_j2, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h8_l1.h5_j2, 
    h5_l1.h7_j1, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h5_l1.h4_j1, 
    h6_i2.h5_j1, 
    h6_i2.h6_l1
/;
parameter cost(V,V) /
    h2_i3.h0_j2 -12.962368
    h2_i3.h2_j2 -5.000000
    h2_i3.h9_j1 -9.908167
    h2_i3.h2_j1 1.000000
    h2_i2.h2_l1 13.000000
    h2_i2.h9_j2 9.294898
    h2_i1.h2_l1 6.000000
    h2_i1.h2_j1 8.292455
    h7_i3.h7_j1 1.000000
    h7_i3.h5_j2 5.958729
    h7_i3.h7_l1 5.475669
    h7_i3.h7_j2 -5.000000
    h7_i3.h3_j2 7.702544
    h0_i1.h4_j1 -2.760442
    h0_i1.h0_l1 6.000000
    h3_i3.h4_l1 -7.775968
    h3_i3.h3_j1 1.000000
    h3_i3.h3_j2 -5.000000
    h1_l1.h8_j1 -4.798826
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h5_j2 6.438359
    h9_l1.h0_j2 14.812010
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h9_l1.h1_j2 -13.004656
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h8_i1.h0_l1 6.270023
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i3.h5_j1 12.820938
    h8_i2.h8_l1 16.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h6_j1 -9.000000
    h5_i2.h5_l1 16.000000
    h5_i2.h5_j2 13.663338
    h5_i3.h7_j1 7.574580
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h5_i3.h9_l1 5.697435
    h5_i3.h0_j1 6.078561
    h3_l1.h3_j1 -9.000000
    h3_l1.h3_j2 -15.000000
    h7_i1.h7_l1 6.000000
    h7_i1.h3_j1 -10.816572
    h2_l1.h2_j2 -15.000000
    h2_l1.h2_j1 -9.000000
    h4_i1.h4_l1 6.000000
    h4_i1.h1_j1 5.563533
    h7_i2.h7_l1 16.000000
    h7_i2.h4_l1 -13.155526
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i3.h8_l1 8.077691
    h4_i2.h0_j1 7.104457
    h4_i2.h4_l1 16.000000
    h9_i2.h4_l1 0.803626
    h9_i2.h0_j1 -6.337216
    h9_i2.h9_j2 -14.074840
    h9_i2.h2_j1 15.923201
    h9_i2.h8_j1 0.504096
    h9_i2.h9_l1 16.000000
    h9_i3.h0_j1 8.238148
    h9_i3.h3_j1 11.471923
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h9_i3.h0_l1 -13.340584
    h0_i3.h6_j2 0.902615
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h0_i3.h3_j2 14.192797
    h9_i1.h9_l1 6.000000
    h9_i1.h4_j1 -6.445799
    h9_i1.h8_l1 7.692530
