* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 40
* 	addedges       : 50
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_50_attr_1_3
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 110
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.1
* 	input->pool   : 29
* 	pool->output  : 28
* 	input->output : 53
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h3_j1, 
    h2_i3.h0_j2, 
    h2_i3.h5_j2, 
    h2_i3.h2_j2, 
    h2_i3.h2_j1, 
    h2_i2.h2_l1, 
    h2_i2.h2_j2, 
    h2_i2.h6_l1, 
    h2_i2.h1_j2, 
    h2_i1.h2_l1, 
    h2_i1.h7_j2, 
    h2_i1.h9_l1, 
    h2_i1.h2_j1, 
    h7_i3.h7_j1, 
    h7_i3.h7_j2, 
    h7_i3.h9_j1, 
    h0_i1.h8_j1, 
    h0_i1.h0_l1, 
    h3_i3.h3_j1, 
    h3_i3.h3_j2, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h7_j1, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h8_i1.h2_j2, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i2.h6_j1, 
    h8_i2.h2_j2, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h6_j1, 
    h5_i2.h5_l1, 
    h5_i2.h6_j2, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h5_i3.h4_j2, 
    h3_l1.h3_j1, 
    h3_l1.h1_j1, 
    h3_l1.h3_j2, 
    h7_i1.h8_j1, 
    h7_i1.h7_l1, 
    h2_l1.h0_j1, 
    h2_l1.h0_j2, 
    h2_l1.h7_j2, 
    h2_l1.h2_j2, 
    h2_l1.h2_j1, 
    h4_i1.h4_l1, 
    h7_i2.h7_l1, 
    h7_i2.h2_j1, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i2.h4_l1, 
    h9_i2.h6_j1, 
    h9_i2.h9_l1, 
    h9_i2.h9_j2, 
    h9_i2.h1_j1, 
    h9_i3.h3_l1, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h9_i3.h4_j1, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h9_i1.h4_l1, 
    h9_i1.h9_l1, 
    h9_i1.h1_j1, 
    h5_i1.h5_l1, 
    h3_i1.h8_j1, 
    h3_i1.h5_j1, 
    h3_i1.h3_j2, 
    h3_i1.h3_l1, 
    h3_i1.h0_l1, 
    h6_i3.h6_j2, 
    h6_i3.h6_j1, 
    h6_i3.h2_j2, 
    h3_i2.h7_l1, 
    h3_i2.h4_j2, 
    h3_i2.h3_l1, 
    h6_i1.h5_j2, 
    h6_i1.h6_l1, 
    h1_i2.h9_l1, 
    h1_i2.h1_l1, 
    h1_i2.h9_j2, 
    h1_i2.h2_l1, 
    h1_i3.h6_j2, 
    h1_i3.h5_j2, 
    h1_i3.h2_j2, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h7_l1.h7_j1, 
    h7_l1.h7_j2, 
    h7_l1.h3_j2, 
    h1_i1.h1_l1, 
    h4_l1.h6_j2, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h8_j1, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h8_l1.h5_j1, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h6_i2.h9_l1, 
    h6_i2.h6_l1, 
    h6_i2.h9_j2
/;
parameter cost(V,V) /
    h2_i3.h3_j1 14.345684
    h2_i3.h0_j2 3.238542
    h2_i3.h5_j2 1.277268
    h2_i3.h2_j2 -5.000000
    h2_i3.h2_j1 1.000000
    h2_i2.h2_l1 16.000000
    h2_i2.h2_j2 9.505086
    h2_i2.h6_l1 -1.564054
    h2_i2.h1_j2 8.956830
    h2_i1.h2_l1 6.000000
    h2_i1.h7_j2 12.380741
    h2_i1.h9_l1 3.144973
    h2_i1.h2_j1 7.421784
    h7_i3.h7_j1 1.000000
    h7_i3.h7_j2 -5.000000
    h7_i3.h9_j1 3.952292
    h0_i1.h8_j1 -14.174365
    h0_i1.h0_l1 6.000000
    h3_i3.h3_j1 1.000000
    h3_i3.h3_j2 -5.000000
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h7_j1 -5.397734
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h8_i1.h2_j2 13.817464
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i2.h6_j1 14.264819
    h8_i2.h2_j2 -9.643478
    h8_i2.h8_l1 16.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h6_j1 -9.000000
    h5_i2.h5_l1 13.000000
    h5_i2.h6_j2 -5.599639
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h5_i3.h4_j2 -7.677122
    h3_l1.h3_j1 -9.000000
    h3_l1.h1_j1 5.766678
    h3_l1.h3_j2 -15.000000
    h7_i1.h8_j1 11.071600
    h7_i1.h7_l1 6.000000
    h2_l1.h0_j1 -7.059516
    h2_l1.h0_j2 -1.659979
    h2_l1.h7_j2 -14.401314
    h2_l1.h2_j2 -15.000000
    h2_l1.h2_j1 -9.000000
    h4_i1.h4_l1 6.000000
    h7_i2.h7_l1 16.000000
    h7_i2.h2_j1 -5.314094
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i2.h4_l1 16.000000
    h9_i2.h6_j1 1.533164
    h9_i2.h9_l1 16.000000
    h9_i2.h9_j2 -11.513266
    h9_i2.h1_j1 2.382653
    h9_i3.h3_l1 3.095339
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h9_i3.h4_j1 11.497413
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h9_i1.h4_l1 12.709110
    h9_i1.h9_l1 6.000000
    h9_i1.h1_j1 7.765326
    h5_i1.h5_l1 6.000000
    h3_i1.h8_j1 -7.960741
    h3_i1.h5_j1 -8.995398
    h3_i1.h3_j2 -13.848836
    h3_i1.h3_l1 6.000000
    h3_i1.h0_l1 14.933531
    h6_i3.h6_j2 -5.000000
    h6_i3.h6_j1 1.000000
    h6_i3.h2_j2 -3.670579
    h3_i2.h7_l1 -5.211328
    h3_i2.h4_j2 9.829932
    h3_i2.h3_l1 16.000000
    h6_i1.h5_j2 4.805568
    h6_i1.h6_l1 6.000000
