* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 3
* 	addedges       : 40
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_40_attr_1_1
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 100
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.0909090909091
* 	input->pool   : 31
* 	pool->output  : 25
* 	input->output : 44
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h1_j1, 
    h2_i3.h2_j2, 
    h2_i3.h9_j2, 
    h2_i3.h9_j1, 
    h2_i3.h2_j1, 
    h2_i3.h8_j2, 
    h2_i2.h6_j2, 
    h2_i2.h2_l1, 
    h2_i2.h6_l1, 
    h2_i2.h5_j2, 
    h2_i1.h2_l1, 
    h7_i3.h7_j1, 
    h7_i3.h5_l1, 
    h7_i3.h7_j2, 
    h0_i1.h0_l1, 
    h3_i3.h3_j1, 
    h3_i3.h3_j2, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i2.h9_l1, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h6_j1, 
    h5_i2.h5_l1, 
    h5_i2.h0_l1, 
    h5_i2.h4_j2, 
    h5_i2.h3_j2, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h5_i3.h2_l1, 
    h3_l1.h3_j1, 
    h3_l1.h3_j2, 
    h7_i1.h7_l1, 
    h2_l1.h2_j2, 
    h2_l1.h1_j2, 
    h2_l1.h2_j1, 
    h4_i1.h4_l1, 
    h4_i1.h9_j2, 
    h7_i2.h7_l1, 
    h7_i2.h1_j1, 
    h4_i3.h1_j1, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i2.h4_l1, 
    h4_i2.h8_l1, 
    h9_i2.h7_j1, 
    h9_i2.h7_l1, 
    h9_i2.h9_l1, 
    h9_i2.h5_j1, 
    h9_i2.h3_j2, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h9_i3.h4_j1, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h9_i1.h4_l1, 
    h9_i1.h9_l1, 
    h5_i1.h5_l1, 
    h3_i1.h5_j1, 
    h3_i1.h4_j2, 
    h3_i1.h3_l1, 
    h3_i1.h3_j2, 
    h6_i3.h6_j2, 
    h6_i3.h0_j2, 
    h6_i3.h6_j1, 
    h6_i3.h0_l1, 
    h3_i2.h3_l1, 
    h6_i1.h5_l1, 
    h6_i1.h6_l1, 
    h6_i1.h1_j2, 
    h1_i2.h1_l1, 
    h1_i2.h0_l1, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h7_l1.h7_j1, 
    h7_l1.h7_j2, 
    h7_l1.h2_j1, 
    h1_i1.h1_l1, 
    h4_l1.h8_j1, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h5_l1.h2_j2, 
    h5_l1.h8_j1, 
    h6_i2.h5_j2, 
    h6_i2.h8_j2, 
    h6_i2.h2_j1, 
    h6_i2.h6_l1, 
    h6_i2.h9_j2
/;
parameter cost(V,V) /
    h2_i3.h1_j1 3.592647
    h2_i3.h2_j2 -5.000000
    h2_i3.h9_j2 12.055778
    h2_i3.h9_j1 -5.660703
    h2_i3.h2_j1 1.000000
    h2_i3.h8_j2 4.050508
    h2_i2.h6_j2 -5.400228
    h2_i2.h2_l1 16.000000
    h2_i2.h6_l1 5.813756
    h2_i2.h5_j2 -6.166319
    h2_i1.h2_l1 6.000000
    h7_i3.h7_j1 1.000000
    h7_i3.h5_l1 9.828172
    h7_i3.h7_j2 -5.000000
    h0_i1.h0_l1 6.000000
    h3_i3.h3_j1 1.000000
    h3_i3.h3_j2 -5.000000
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i2.h9_l1 7.271655
    h8_i2.h8_l1 13.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h6_j1 -9.000000
    h5_i2.h5_l1 16.000000
    h5_i2.h0_l1 12.796449
    h5_i2.h4_j2 13.554059
    h5_i2.h3_j2 -1.478982
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h5_i3.h2_l1 -8.881069
    h3_l1.h3_j1 -9.000000
    h3_l1.h3_j2 -15.000000
    h7_i1.h7_l1 6.000000
    h2_l1.h2_j2 -15.000000
    h2_l1.h1_j2 11.831344
    h2_l1.h2_j1 -9.000000
    h4_i1.h4_l1 6.000000
    h4_i1.h9_j2 14.159259
    h7_i2.h7_l1 16.000000
    h7_i2.h1_j1 -5.889371
    h4_i3.h1_j1 -0.727301
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i2.h4_l1 16.000000
    h4_i2.h8_l1 13.045576
    h9_i2.h7_j1 10.779846
    h9_i2.h7_l1 8.505138
    h9_i2.h9_l1 13.000000
    h9_i2.h5_j1 4.960550
    h9_i2.h3_j2 -4.121775
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h9_i3.h4_j1 2.337093
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h9_i1.h4_l1 7.128328
    h9_i1.h9_l1 6.000000
    h5_i1.h5_l1 6.000000
    h3_i1.h5_j1 5.809480
    h3_i1.h4_j2 3.924481
    h3_i1.h3_l1 6.000000
    h3_i1.h3_j2 -2.275683
    h6_i3.h6_j2 -5.000000
    h6_i3.h0_j2 -1.633062
    h6_i3.h6_j1 1.000000
    h6_i3.h0_l1 7.283542
    h3_i2.h3_l1 13.000000
    h6_i1.h5_l1 -5.271254
    h6_i1.h6_l1 6.000000
    h6_i1.h1_j2 6.141446
    h1_i2.h1_l1 16.000000
    h1_i2.h0_l1 -12.255939
    h1_i3.h1_j2 -5.000000
    h1_i3.h1_j1 1.000000
    h7_l1.h7_j1 -9.000000
    h7_l1.h7_j2 -15.000000
    h7_l1.h2_j1 -13.684489
    h1_i1.h1_l1 6.000000
    h4_l1.h8_j1 3.111806
    h4_l1.h4_j1 -9.000000
    h4_l1.h4_j2 -15.000000
    h0_i2.h0_l1 16.000000
    h8_l1.h8_j1 -9.000000
    h8_l1.h8_j2 -15.000000
    h5_l1.h5_j2 -15.000000
