* Generated with the following parameters:
* 	scalequalities : None
* 	density        : None
* 	seed           : 5
* 	addedges       : 60
* 	attributes     : 1
* 	out            : random_haverly_7/haverly_10_addedges_60_attr_1_1
* 	haverly        : 10
* 	scalehaverlys  : random

* Statistics about the input graph:
* 	nodes         : 60
* 	edges         : 120
* 	inputs        : 30
* 	pools         : 10
* 	outputs       : 20
* 	components    : 1
* 	density_real  : 0.109090909091
* 	input->pool   : 35
* 	pool->output  : 32
* 	input->output : 53
* 	min_cost      : -15
* 	max_cost      : 16

set V /h2_i3, h2_i2, h2_i1, h9_j2, h9_j1, h3_i3, h1_l1, h0_i2, h0_l1, h8_i1, h8_i3, h8_i2, h6_l1, h3_l1, h0_j1, h4_i1, h0_j2, h4_i3, h4_i2, h3_j1, h3_j2, h3_i1, h3_i2, h1_i2, h1_i3, h7_l1, h1_i1, h4_l1, h8_l1, h9_i2, h5_l1, h0_i1, h1_j2, h1_j1, h7_i1, h7_i2, h7_i3, h9_i1, h9_l1, h6_j2, h6_j1, h5_i2, h5_i3, h5_i1, h2_l1, h7_j1, h9_i3, h0_i3, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h6_i3, h6_i2, h6_i1, h4_j1, h4_j2, h5_j2, h5_j1/;
set K /k1, ka_0/;
set I /h2_i3, h2_i2, h2_i1, h3_i3, h0_i2, h8_i1, h8_i3, h8_i2, h4_i1, h4_i3, h4_i2, h3_i1, h3_i2, h1_i2, h1_i3, h1_i1, h9_i2, h0_i1, h7_i1, h7_i2, h7_i3, h9_i1, h5_i2, h5_i3, h5_i1, h9_i3, h0_i3, h6_i3, h6_i2, h6_i1/;
set L /h1_l1, h0_l1, h6_l1, h3_l1, h7_l1, h4_l1, h8_l1, h5_l1, h9_l1, h2_l1/;
set J /h9_j2, h9_j1, h0_j1, h0_j2, h3_j1, h3_j2, h1_j2, h1_j1, h6_j2, h6_j1, h7_j1, h7_j2, h2_j2, h2_j1, h8_j1, h8_j2, h4_j1, h4_j2, h5_j2, h5_j1/;
set A /
    h2_i3.h7_l1, 
    h2_i3.h2_j2, 
    h2_i3.h4_j1, 
    h2_i3.h2_j1, 
    h2_i2.h2_l1, 
    h2_i2.h1_j2, 
    h2_i2.h3_l1, 
    h2_i1.h2_l1, 
    h7_i3.h7_j1, 
    h7_i3.h4_l1, 
    h7_i3.h7_j2, 
    h7_i3.h9_j2, 
    h0_i1.h4_j2, 
    h0_i1.h0_l1, 
    h3_i3.h7_j2, 
    h3_i3.h3_j1, 
    h3_i3.h1_j2, 
    h3_i3.h3_j2, 
    h1_l1.h1_j2, 
    h1_l1.h1_j1, 
    h9_l1.h1_j1, 
    h9_l1.h9_j2, 
    h9_l1.h9_j1, 
    h0_l1.h0_j1, 
    h0_l1.h0_j2, 
    h0_l1.h2_j1, 
    h8_i1.h9_j2, 
    h8_i1.h8_l1, 
    h8_i3.h8_j1, 
    h8_i3.h8_j2, 
    h8_i3.h6_j1, 
    h8_i3.h3_j1, 
    h8_i3.h0_j2, 
    h8_i2.h2_l1, 
    h8_i2.h3_j2, 
    h8_i2.h8_l1, 
    h6_l1.h6_j2, 
    h6_l1.h6_j1, 
    h6_l1.h1_j1, 
    h5_i2.h5_l1, 
    h5_i3.h5_j2, 
    h5_i3.h5_j1, 
    h5_i3.h4_j2, 
    h3_l1.h2_j2, 
    h3_l1.h3_j1, 
    h3_l1.h3_j2, 
    h7_i1.h5_j2, 
    h7_i1.h7_l1, 
    h7_i1.h6_l1, 
    h2_l1.h3_j2, 
    h2_l1.h2_j2, 
    h2_l1.h7_j2, 
    h2_l1.h2_j1, 
    h4_i1.h4_l1, 
    h4_i1.h9_j1, 
    h7_i2.h8_j1, 
    h7_i2.h7_l1, 
    h7_i2.h3_l1, 
    h7_i2.h8_l1, 
    h4_i3.h2_j2, 
    h4_i3.h4_j1, 
    h4_i3.h4_j2, 
    h4_i2.h4_l1, 
    h9_i2.h9_l1, 
    h9_i2.h0_l1, 
    h9_i3.h1_j1, 
    h9_i3.h9_j2, 
    h9_i3.h9_j1, 
    h9_i3.h8_l1, 
    h0_i3.h0_j1, 
    h0_i3.h0_j2, 
    h9_i1.h9_l1, 
    h9_i1.h2_j1, 
    h5_i1.h5_l1, 
    h3_i1.h6_l1, 
    h3_i1.h0_j2, 
    h3_i1.h4_j1, 
    h3_i1.h3_l1, 
    h3_i1.h1_j2, 
    h6_i3.h6_j2, 
    h6_i3.h6_j1, 
    h6_i3.h2_j2, 
    h3_i2.h0_j1, 
    h3_i2.h8_j2, 
    h3_i2.h3_l1, 
    h6_i1.h7_l1, 
    h6_i1.h7_j2, 
    h6_i1.h2_j2, 
    h6_i1.h6_l1, 
    h6_i1.h8_l1, 
    h1_i2.h1_l1, 
    h1_i3.h4_l1, 
    h1_i3.h1_j2, 
    h1_i3.h1_j1, 
    h1_i3.h9_j1, 
    h1_i3.h5_j1, 
    h1_i3.h5_l1, 
    h7_l1.h7_j1, 
    h7_l1.h8_j1, 
    h7_l1.h7_j2, 
    h1_i1.h5_j2, 
    h1_i1.h1_l1, 
    h1_i1.h6_l1, 
    h4_l1.h4_j1, 
    h4_l1.h4_j2, 
    h0_i2.h6_j2, 
    h0_i2.h7_j1, 
    h0_i2.h0_l1, 
    h8_l1.h8_j1, 
    h8_l1.h8_j2, 
    h8_l1.h0_j2, 
    h8_l1.h1_j1, 
    h8_l1.h4_j1, 
    h5_l1.h5_j2, 
    h5_l1.h5_j1, 
    h5_l1.h6_j1, 
    h5_l1.h8_j2, 
    h6_i2.h6_j2, 
    h6_i2.h7_j2, 
    h6_i2.h6_l1
/;
parameter cost(V,V) /
    h2_i3.h7_l1 -14.718570
    h2_i3.h2_j2 -5.000000
    h2_i3.h4_j1 -9.992587
    h2_i3.h2_j1 1.000000
    h2_i2.h2_l1 13.000000
    h2_i2.h1_j2 6.844743
    h2_i2.h3_l1 -10.483241
    h2_i1.h2_l1 6.000000
    h7_i3.h7_j1 1.000000
    h7_i3.h4_l1 10.991308
    h7_i3.h7_j2 -5.000000
    h7_i3.h9_j2 4.141028
    h0_i1.h4_j2 15.228086
    h0_i1.h0_l1 6.000000
    h3_i3.h7_j2 -5.179200
    h3_i3.h3_j1 1.000000
    h3_i3.h1_j2 -3.803112
    h3_i3.h3_j2 -5.000000
    h1_l1.h1_j2 -15.000000
    h1_l1.h1_j1 -9.000000
    h9_l1.h1_j1 -2.417471
    h9_l1.h9_j2 -15.000000
    h9_l1.h9_j1 -9.000000
    h0_l1.h0_j1 -9.000000
    h0_l1.h0_j2 -15.000000
    h0_l1.h2_j1 -12.236740
    h8_i1.h9_j2 -0.149684
    h8_i1.h8_l1 6.000000
    h8_i3.h8_j1 1.000000
    h8_i3.h8_j2 -5.000000
    h8_i3.h6_j1 12.705992
    h8_i3.h3_j1 -4.525197
    h8_i3.h0_j2 1.899465
    h8_i2.h2_l1 0.478996
    h8_i2.h3_j2 -12.173424
    h8_i2.h8_l1 16.000000
    h6_l1.h6_j2 -15.000000
    h6_l1.h6_j1 -9.000000
    h6_l1.h1_j1 -4.324164
    h5_i2.h5_l1 16.000000
    h5_i3.h5_j2 -5.000000
    h5_i3.h5_j1 1.000000
    h5_i3.h4_j2 -0.874382
    h3_l1.h2_j2 -11.694451
    h3_l1.h3_j1 -9.000000
    h3_l1.h3_j2 -15.000000
    h7_i1.h5_j2 -5.860799
    h7_i1.h7_l1 6.000000
    h7_i1.h6_l1 15.256235
    h2_l1.h3_j2 10.374060
    h2_l1.h2_j2 -15.000000
    h2_l1.h7_j2 -5.210414
    h2_l1.h2_j1 -9.000000
    h4_i1.h4_l1 6.000000
    h4_i1.h9_j1 -13.985642
    h7_i2.h8_j1 4.542378
    h7_i2.h7_l1 16.000000
    h7_i2.h3_l1 1.265756
    h7_i2.h8_l1 -14.439906
    h4_i3.h2_j2 15.587672
    h4_i3.h4_j1 1.000000
    h4_i3.h4_j2 -5.000000
    h4_i2.h4_l1 16.000000
    h9_i2.h9_l1 13.000000
    h9_i2.h0_l1 -3.648281
    h9_i3.h1_j1 -5.657868
    h9_i3.h9_j2 -5.000000
    h9_i3.h9_j1 1.000000
    h9_i3.h8_l1 14.754292
    h0_i3.h0_j1 1.000000
    h0_i3.h0_j2 -5.000000
    h9_i1.h9_l1 6.000000
    h9_i1.h2_j1 -8.506852
    h5_i1.h5_l1 6.000000
    h3_i1.h6_l1 -2.482528
    h3_i1.h0_j2 -12.575917
